" 44032","Chapelle-Heulin"," 292140"," 1"," 3501","Gymnastique volontaire","Oui","Oui","Non","Loisir - Entretien - Remise en forme"
" 44032","Chapelle-Heulin"," 292140"," 1"," 2402","Autres Danses","Oui","Oui","Non","Loisir - Entretien - Remise en forme"
" 44032","Chapelle-Heulin"," 292140"," 1"," 8901","Activités de forme et de santé","Oui","Oui","Non","Loisir - Entretien - Remise en forme"
" 44032","Chapelle-Heulin"," 292142"," 1"," 7204","Boules traditionnelles","Oui","Oui","Non","Loisir - Entretien - Remise en forme"
" 44032","Chapelle-Heulin"," 292143"," 1"," 7204","Boules traditionnelles","Oui","Oui","Non","Loisir - Entretien - Remise en forme"
" 44032","Chapelle-Heulin"," 292144"," 1"," 3501","Gymnastique volontaire","Oui","Oui","Non","Loisir - Entretien - Remise en forme"
" 44032","Chapelle-Heulin"," 292343"," 1"," 1701","Canoë de randonnée","Oui","Oui","Non","Loisir - Entretien - Remise en forme"
" 44032","Chapelle-Heulin"," 293760"," 1"," 7204","Boules traditionnelles","Oui","Oui","Non","Loisir - Entretien - Remise en forme"
" 44032","Chapelle-Heulin"," 317183"," 1"," 4401","Karaté/Karaté jutsu/Goshin jutsu/Kobudo/Nihon Tai-jutsu/Taijitsu/Nambudo/Ninjutsu/Nunchaku/...","Oui","Oui","Non","Entrainement"
" 44032","Chapelle-Heulin"," 317183"," 1"," 8901","Activités de forme et de santé","Oui","Oui","Non","Loisir - Entretien - Remise en forme"
" 44032","Chapelle-Heulin"," 317187"," 1"," 501","Saut","Oui","Oui","Non","Scolaire"
" 44032","Chapelle-Heulin"," 317207"," 1"," 2901","Football / Football en salle (Futsal)","Oui","Oui","Non","Loisir - Entretien - Remise en forme"
" 44032","Chapelle-Heulin"," 317209"," 1"," 6201","Randonnée pédestre","Oui","Oui","Non","Loisir - Entretien - Remise en forme"
" 44032","Chapelle-Heulin"," 317210"," 1"," 6201","Randonnée pédestre","Oui","Oui","Non","Loisir - Entretien - Remise en forme"
